Statute,Document Link,state
"Title 5, §5012: State standards for appliance energy efficiency",https://legislature.maine.gov/legis/statutes/5/title5sec5012.html,Maine
"Title 35-A, Chapter 99: PROPERTY ASSESSED CLEAN ENERGY",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach99sec0.html,Maine
"Title 35-A, §10201: Declaration of public purpose",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10201.html,Maine
"Title 38, §583-B: Classification of air quality control regions",https://legislature.maine.gov/legis/statutes/38/title38sec583-B.html,Maine
"Title 5, §3204: Powers and duties",https://legislature.maine.gov/legis/statutes/5/title5sec3204.html,Maine
"Title 35-A, §3401: Short title",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3401.html,Maine
"Title 5, §1743: Public improvement construction contracts",https://legislature.maine.gov/legis/statutes/5/title5sec1743.html,Maine
"Title 10, §9204: Fund established",https://legislature.maine.gov/legis/statutes/10/title10sec9204.html,Maine
"Title 35-A, §10002: Training for installers of solar equipment",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10002.html,Maine
"Title 10, §161: Intent",https://legislature.maine.gov/legis/statutes/10/title10sec161.html,Maine
"Title 35-A, §3212-B: Green power options",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3212-B.html,Maine
"Title 35-A, §3486: Shared distributed generation resources procurement",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3486.html,Maine
"Title 35-A, §3482: Specific measures to support distributed generation",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3482.html,Maine
"Title 35-A, §3610: Project deadline; completion deadline",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3610.html,Maine
"Title 35-A, §4173: Jurisdiction of Public Utilities Commission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4173.html,Maine
"Title 5, Chapter 153: PUBLIC IMPROVEMENTS",https://legislature.maine.gov/legis/statutes/5/title5ch153sec0.html,Maine
"Title 35-A, §10156: PACE mortgages; collection of PACE assessments; priority",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10156.html,Maine
"Title 22, §776: Exemptions",https://legislature.maine.gov/legis/statutes/22/title22sec776.html,Maine
"Title 5, §931: Unclassified service",https://legislature.maine.gov/legis/statutes/5/title5sec931.html,Maine
"Title 30-A, §4741: Powers generally",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4741.html,Maine
"Title 35-A, §3803: Support for policy of beneficial electrification",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3803.html,Maine
"Title 10, §9725: Fire and building-related codes and standards remain",https://legislature.maine.gov/legis/statutes/10/title10sec9725.html,Maine
"Title 10, §1053: Capital reserve funds; obligation of State",https://legislature.maine.gov/legis/statutes/10/title10sec1053.html,Maine
"Title 5, §1765: Application of subchapter to certain public school buildings",https://legislature.maine.gov/legis/statutes/5/title5sec1765.html,Maine
"Title 32, §1201-A: Exceptions to licensing requirements",https://legislature.maine.gov/legis/statutes/32/title32sec1201-A.html,Maine
"Title 35-A, §10207: Annual report",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10207.html,Maine
"Title 37-B, §742: Emergency proclamation",https://legislature.maine.gov/legis/statutes/37-B/title37-Bsec742.html,Maine
"Title 10, §1419: Disposition of fees",https://legislature.maine.gov/legis/statutes/10/title10sec1419.html,Maine
"Title 25, §2357-A: No occupancy without certificate; appeal",https://legislature.maine.gov/legis/statutes/25/title25sec2357-A.html,Maine
"Title 36, Chapter 221: OVERPAYMENTS, REFUNDS",https://legislature.maine.gov/legis/statutes/36/title36ch221sec0.html,Maine
"Title 30-A, §4863: Maine Energy, Housing and Economic Recovery Fund",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4863.html,Maine
"Title 5, §1768: Shared savings program; state agencies",https://legislature.maine.gov/legis/statutes/5/title5sec1768.html,Maine
"Title 35-A, Chapter 36: COMMUNITY-BASED RENEWABLE ENERGY",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach36sec0.html,Maine
"Title 10, §173: Geological characterization",https://legislature.maine.gov/legis/statutes/10/title10sec173.html,Maine
"Title 35-A, §3626: Tracking; biennial report",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3626.html,Maine
"Title 10, §1494: Civil forfeiture; Unfair Trade Practices Act violation",https://legislature.maine.gov/legis/statutes/10/title10sec1494.html,Maine
"Title 38, §901: Petition for release; public notice",https://legislature.maine.gov/legis/statutes/38/title38sec901.html,Maine
"Title 35-A, §10121: Energy Efficiency and Renewable Resource Fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10121.html,Maine
"Title 10, §163: Area studies",https://legislature.maine.gov/legis/statutes/10/title10sec163.html,Maine
"Title 32, §1102: Exceptions",https://legislature.maine.gov/legis/statutes/32/title32sec1102.html,Maine
"Title 38, §1480-A: Joint hearings; intervention",https://legislature.maine.gov/legis/statutes/38/title38sec1480-A.html,Maine
"Title 10, §1412: Legislative findings and purpose",https://legislature.maine.gov/legis/statutes/10/title10sec1412.html,Maine
"Title 35-A, §314: Private line extensions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec314.html,Maine
"Title 14, §6046: Disclosure of natural gas pipeline utility costs",https://legislature.maine.gov/legis/statutes/14/title14sec6046.html,Maine
"Title 35-A, Chapter 32: ELECTRIC INDUSTRY RESTRUCTURING",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach32sec0.html,Maine
Title 5: ADMINISTRATIVE PROCEDURES AND SERVICES,https://legislature.maine.gov/legis/statutes/5/title5ch0sec0.html,Maine
"Title 36, §5219: Income tax credit for installation of renewable energy systems",https://legislature.maine.gov/legis/statutes/36/title36sec5219.html,Maine
"Title 10, §1061-B: Designation of issuer of recovery zone facility bonds and qualified energy conservation bonds",https://legislature.maine.gov/legis/statutes/10/title10sec1061-B.html,Maine
"Title 30, §428: Authority to contract for energy conservation improvements",https://legislature.maine.gov/legis/statutes/30/title30sec428.html,Maine
"Title 10, §101: Research for atomic industrial development",https://legislature.maine.gov/legis/statutes/10/title10sec101.html,Maine
"Title 12, §8884: Annual wood processing reports",https://legislature.maine.gov/legis/statutes/12/title12sec8884.html,Maine
"Title 5, §1675: Acceptance of funds for alternative-fueled vehicles program",https://legislature.maine.gov/legis/statutes/5/title5sec1675.html,Maine
"Title 38, §638: Notice of relicensing deadline",https://legislature.maine.gov/legis/statutes/38/title38sec638.html,Maine
"Title 10, §1487: Home construction contracts",https://legislature.maine.gov/legis/statutes/10/title10sec1487.html,Maine
"Title 35-A, §3131: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3131.html,Maine
"Title 38, §341-D: Board responsibilities and duties",https://legislature.maine.gov/legis/statutes/38/title38sec341-D.html,Maine
"Title 12, §1891-B: Projects",https://legislature.maine.gov/legis/statutes/12/title12sec1891-B-1.html,Maine
"Title 10, §164: Location studies",https://legislature.maine.gov/legis/statutes/10/title10sec164.html,Maine
"Title 10, §152: Contracts with federal agencies",https://legislature.maine.gov/legis/statutes/10/title10sec152.html,Maine
"Title 30-A, §4723: Appointment, qualifications, tenure and meetings of commissioners and directors",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4723.html,Maine
"Title 10, §361: Definitions",https://legislature.maine.gov/legis/statutes/10/title10sec361.html,Maine
"Title 35-A, §4353: Decommissioning financing plans; physical decommissioning plan",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4353.html,Maine
"Title 12, §405-A: St. Croix River",https://legislature.maine.gov/legis/statutes/12/title12sec405-A.html,Maine
"Title 35-A, §3207: Marketing; consumer-owned utilities",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3207.html,Maine
"Title 12, §685-A: Land use districts and standards",https://legislature.maine.gov/legis/statutes/12/title12sec685-A.html,Maine
"Title 5, §5001: Title",https://legislature.maine.gov/legis/statutes/5/title5sec5001.html,Maine
"Title 35-A, §3139: Powers of foreign electric utility",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3139.html,Maine
"Title 35-A, §3405: Prohibition on offshore wind power projects in territorial waters and submerged lands",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3405.html,Maine
"Title 35-A, §3401-A: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3401-A.html,Maine
"Title 35-A, §3496: Administration and enforcement; rulemaking",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3496.html,Maine
"Title 35-A, §3210-C: Capacity resource adequacy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3210-C.html,Maine
"Title 10, Chapter 214: ENERGY EFFICIENCY BUILDING PERFORMANCE STANDARDS",https://legislature.maine.gov/legis/statutes/10/title10ch214sec0.html,Maine
"Title 35-A, §10120: Commission oversight of Efficiency Maine Trust",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10120.html,Maine
"Title 33, §1421: Definitions",https://legislature.maine.gov/legis/statutes/33/title33sec1421.html,Maine
"Title 35-A, §3604: Long-term contracts for community-based renewable energy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3604.html,Maine
"Title 35-A, §10159: Rulemaking",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10159.html,Maine
"Title 35-A, §3145: State energy storage policy goals",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3145.html,Maine
"Title 38, §635: Department decision",https://legislature.maine.gov/legis/statutes/38/title38sec635.html,Maine
"Title 35-A, §3141: Taxation",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3141.html,Maine
"Title 26, §3201: Definitions",https://legislature.maine.gov/legis/statutes/26/title26sec3201.html,Maine
"Title 36, §3204-A: Exemptions",https://legislature.maine.gov/legis/statutes/36/title36sec3204-A.html,Maine
"Title 35-A, §10007: Maine Energy Conservation Board",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10007.html,Maine
"Title 35-A, §10209: Construction; home rule",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10209.html,Maine
"Title 35-A, §3754: Conversion of existing corporations",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3754.html,Maine
"Title 5, §3104-A: Powers and duties",https://legislature.maine.gov/legis/statutes/5/title5sec3104-A.html,Maine
"Title 22, §668: Interim Spent Fuel Storage Facility Oversight Fund",https://legislature.maine.gov/legis/statutes/22/title22sec668.html,Maine
"Title 30-A, §4862: Maine Energy, Housing and Economic Recovery Program",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4862.html,Maine
"Title 38, §3202: Permitting of solar energy development",https://legislature.maine.gov/legis/statutes/38/title38sec3202.html,Maine
"Title 32, §13856: Exemptions to licensure",https://legislature.maine.gov/legis/statutes/32/title32sec13856.html,Maine
"Title 14, §6030-J: Total price disclosure statement",https://legislature.maine.gov/legis/statutes/14/title14sec6030-J.html,Maine
"Title 35-A, §118: Participation with other regulatory bodies",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec118.html,Maine
"Title 35-A, §3214: Needs-based low-income assistance",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3214.html,Maine
"Title 10, §53: Therapeutic or medicinal use not affected",https://legislature.maine.gov/legis/statutes/10/title10sec53.html,Maine
"Title 35-A, §3143: Declaration of policy on smart grid infrastructure",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3143.html,Maine
"Title 30-A, §5903: Definitions",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec5903.html,Maine
"Title 5, §5008: Duties",https://legislature.maine.gov/legis/statutes/5/title5sec5008.html,Maine
"Title 5, §1761: Short title",https://legislature.maine.gov/legis/statutes/5/title5sec1761.html,Maine
"Title 35-A, §10122: Health care facility program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10122.html,Maine
"Title 35-A, §3135: Physical connection between lines of utilities authorized",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3135.html,Maine
"Title 35-A, §3456: Siting considerations for smaller-scale wind energy development in organized areas",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3456.html,Maine
"Title 5, §5011: State petroleum set-aside",https://legislature.maine.gov/legis/statutes/5/title5sec5011.html,Maine
"Title 12, §682: Definitions",https://legislature.maine.gov/legis/statutes/12/title12sec682.html,Maine
"Title 5, §13060: State standards for appliance energy efficiency",https://legislature.maine.gov/legis/statutes/5/title5sec13060.html,Maine
"Title 35-A, §10003: Training for energy auditors",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10003.html,Maine
"Title 35-A, §123: Clean hydrogen pilot program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec123.html,Maine
"Title 10, §1420: Penalties",https://legislature.maine.gov/legis/statutes/10/title10sec1420.html,Maine
"Title 5, Chapter 311: STATE PLANNING",https://legislature.maine.gov/legis/statutes/5/title5ch311sec0.html,Maine
"Title 26, §3501: Definitions",https://legislature.maine.gov/legis/statutes/26/title26sec3501-1.html,Maine
"Title 38, §1665-B: Mercury-added thermostats",https://legislature.maine.gov/legis/statutes/38/title38sec1665-B.html,Maine
"Title 35-A, Chapter 33: SMALL POWER PRODUCTION AND COGENERATION",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach33sec0.html,Maine
"Title 35-A, §3608: Regulatory approvals; use of public resources",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3608.html,Maine
"Title 35-A, Chapter 1: ORGANIZATION, GENERAL POWERS AND DUTIES",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach1sec0.html,Maine
"Title 30-A, Chapter 141: ORDINANCES",https://legislature.maine.gov/legis/statutes/30-A/title30-Ach141sec0.html,Maine
"Title 5, §5003: Office of Energy Resources",https://legislature.maine.gov/legis/statutes/5/title5sec5003.html,Maine
"Title 35-A, §3142: Registration required to market retail electric service",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3142.html,Maine
"Title 17, §2253: Out-of-state waste matter",https://legislature.maine.gov/legis/statutes/17/title17sec2253.html,Maine
"Title 12, §1862: Submerged and intertidal lands owned by State",https://legislature.maine.gov/legis/statutes/12/title12sec1862.html,Maine
"Title 10, §974: Annual report; audit",https://legislature.maine.gov/legis/statutes/10/title10sec974.html,Maine
"Title 32, §8003-A: Fees",https://legislature.maine.gov/legis/statutes/32/title32sec8003-A.html,Maine
"Title 35-A, §3106: Comparative usage data on billing statements",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3106-1.html,Maine
"Title 35, Chapter 171: ORGANIZATION",https://legislature.maine.gov/legis/statutes/35/title35ch171sec0.html,Maine
"Title 35-A, §3491: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3491.html,Maine
"Title 35-A, §3134: Long-range plan",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3134.html,Maine
"Title 25, §2353-A: Duty to inspect buildings under construction",https://legislature.maine.gov/legis/statutes/25/title25sec2353-A.html,Maine
"Title 35-A, §10160: Construction; home rule",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10160.html,Maine
"Title 35-A, §3497: Applicability",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3497.html,Maine
"Title 38, §577-A: Maine Climate Council",https://legislature.maine.gov/legis/statutes/38/title38sec577-A.html,Maine
"Title 35-A, §3494: Decommissioning plan",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3494.html,Maine
"Title 35-A, §10125: Electric Vehicle Charging Infrastructure Fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10125.html,Maine
"Title 38, §2144: Stewardship program for architectural paint",https://legislature.maine.gov/legis/statutes/38/title38sec2144.html,Maine
"Title 22, §785: Maine Gold Standard for Radon Testing and Mitigation Initiative",https://legislature.maine.gov/legis/statutes/22/title22sec785.html,Maine
"Title 35-A, §10001: Provision of public information",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10001.html,Maine
"Title 38, §488: Applicability",https://legislature.maine.gov/legis/statutes/38/title38sec488.html,Maine
"Title 30-A, Chapter 157: PARKS, TREES AND PLAYGROUNDS",https://legislature.maine.gov/legis/statutes/30-A/title30-Ach157sec0.html,Maine
"Title 35-A, §10126: Electric Vehicle Fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10126.html,Maine
"Title 35-A, §3483: Timely interconnection.",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3483.html,Maine
"Title 25, §2371: Definitions",https://legislature.maine.gov/legis/statutes/25/title25sec2371.html,Maine
"Title 10, §175: Low-level Waste Siting Commission",https://legislature.maine.gov/legis/statutes/10/title10sec175.html,Maine
"Title 20-A, Chapter 404: ENERGY TESTING LABORATORY OF MAINE",https://legislature.maine.gov/legis/statutes/20-A/title20-Ach404sec0.html,Maine
"Title 10, §165: Site selection",https://legislature.maine.gov/legis/statutes/10/title10sec165.html,Maine
"Title 10, §1414-A: Adoption of energy performance building standards by state agencies",https://legislature.maine.gov/legis/statutes/10/title10sec1414-A.html,Maine
"Title 10, §9723: Training and certification program standards",https://legislature.maine.gov/legis/statutes/10/title10sec9723.html,Maine
"Title 38, §640: Public participation",https://legislature.maine.gov/legis/statutes/38/title38sec640.html,Maine
"Title 35-A, §3802: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3802.html,Maine
"Title 5, §13056-D: Communities for Maine's Future Program",https://legislature.maine.gov/legis/statutes/5/title5sec13056-D.html,Maine
"Title 35-A, §3136: Transmission and distribution utilities have eminent domain; approval",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3136.html,Maine
"Title 5, §1770: Energy savings pilot program",https://legislature.maine.gov/legis/statutes/5/title5sec1770.html,Maine
"Title 5, §1767: Energy service companies and 3rd-party financing",https://legislature.maine.gov/legis/statutes/5/title5sec1767.html,Maine
"Title 30-A, §3013: Solar energy devices; ordinances",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec3013.html,Maine
"Title 35, Chapter 1: APPOINTMENT, GENERAL POWERS AND DUTIES",https://legislature.maine.gov/legis/statutes/35/title35ch1sec0.html,Maine
"Title 38, §1319: Powers of the board",https://legislature.maine.gov/legis/statutes/38/title38sec1319.html,Maine
"Title 35-A, §10113: Training for installers of energy equipment",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10113.html,Maine
"Title 7, §320-K: Fund To Address PFAS Contamination",https://legislature.maine.gov/legis/statutes/7/title7sec320-K.html,Maine
"Title 10, §1074-C: Allocation of certain national bond limitations",https://legislature.maine.gov/legis/statutes/10/title10sec1074-C.html,Maine
"Title 35-A, §3404: Determination of public policy; state wind energy generation goals",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3404.html,Maine
"Title 22, §3769-E: Temporary Assistance for Needy Families block grant; increased heating assistance",https://legislature.maine.gov/legis/statutes/22/title22sec3769-E.html,Maine
"Title 23, §3360-A: Protection of underground facilities",https://legislature.maine.gov/legis/statutes/23/title23sec3360-A.html,Maine
"Title 30-A, §7058: Conservation and energy commissions",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec7058.html,Maine
"Title 35-A, §10206: Commercial property owners",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10206.html,Maine
"Title 32, §8004: Revocation or suspension of certification",https://legislature.maine.gov/legis/statutes/32/title32sec8004.html,Maine
"Title 38, §1304-B: Delivery of solid wastes to specific waste facilities",https://legislature.maine.gov/legis/statutes/38/title38sec1304-B.html,Maine
"Title 30-A, §3272: Purpose; activities",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec3272.html,Maine
"Title 32, §8001: Legislative findings and intent",https://legislature.maine.gov/legis/statutes/32/title32sec8001.html,Maine
"Title 38, §636-A: General permit for tidal energy demonstration project",https://legislature.maine.gov/legis/statutes/38/title38sec636-A.html,Maine
"Title 35-A, §102: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec102.html,Maine
"Title 35-A, §3601: Short title",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3601.html,Maine
"Title 10, Chapter 1103: MAINE UNIFORM BUILDING AND ENERGY CODE",https://legislature.maine.gov/legis/statutes/10/title10ch1103sec0.html,Maine
"Title 35-A, Chapter 34-B: THE MAINE SOLAR ENERGY ACT",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach34-Bsec0.html,Maine
"Title 35-A, §10111: Natural gas conservation program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10111.html,Maine
"Title 22, §3108: Standard utility allowance",https://legislature.maine.gov/legis/statutes/22/title22sec3108.html,Maine
"Title 38, §578: Progress evaluation",https://legislature.maine.gov/legis/statutes/38/title38sec578.html,Maine
"Title 30-A, §4804: Bonds; use of proceeds",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4804.html,Maine
"Title 32, §8002: Installation training",https://legislature.maine.gov/legis/statutes/32/title32sec8002.html,Maine
"Title 10, §1026-M: Regional Economic Development Revolving Loan Program",https://legislature.maine.gov/legis/statutes/10/title10sec1026-M.html,Maine
"Title 10, §201: Penalties; injunctions",https://legislature.maine.gov/legis/statutes/10/title10sec201.html,Maine
"Title 36, §655: Personal property",https://legislature.maine.gov/legis/statutes/36/title36sec655.html,Maine
"Title 12, §1863: Shore and Harbor Management Fund",https://legislature.maine.gov/legis/statutes/12/title12sec1863.html,Maine
"Title 35, §2329: Energy and capacity purchases from small power producer and cogenerator facilities",https://legislature.maine.gov/legis/statutes/35/title35sec2329.html,Maine
"Title 32, Chapter 139: MAINE FUEL BOARD",https://legislature.maine.gov/legis/statutes/32/title32ch139sec0.html,Maine
"Title 10, §9102: Authority",https://legislature.maine.gov/legis/statutes/10/title10sec9102.html,Maine
"Title 5, §1762-A: Water conservation in state facilities",https://legislature.maine.gov/legis/statutes/5/title5sec1762-A.html,Maine
"Title 38, §584-E: Exclusions from applicable increments -- Class I, II and III regions",https://legislature.maine.gov/legis/statutes/38/title38sec584-E.html,Maine
"Title 35-A, §702: Unjust discrimination",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec702.html,Maine
"Title 30, §3862: Purpose; activities",https://legislature.maine.gov/legis/statutes/30/title30sec3862.html,Maine
"Title 5, §3307-B: Maine Energy Resources Development Program",https://legislature.maine.gov/legis/statutes/5/title5sec3307-B.html,Maine
Title 20-A: EDUCATION,https://legislature.maine.gov/legis/statutes/20-A/title20-Ach0sec0.html,Maine
